CID.N.10.0,POINT_X.N.19.11,POINT_Y.N.19.11,OUt__1IR_s.N.13.11,OUt__2IR_s.N.13.11,OUt__3IR_s.N.13.11,OUt__4IR_s.N.13.11,OUt__5IR_s.N.13.11,OUt__6IR_s.N.13.11,OUt__7IR_s.N.13.11,OUt__8IR_s.N.13.11,OUt__9IR_s.N.13.11,OUt__10IR_.N.13.11,OUt__11IR_.N.13.11,OUt__12IR_.N.13.11,OUt__13IR_.N.13.11,OUt__14IR_.N.13.11,OUt__15IR_.N.13.11,OUt__16IR_.N.13.11,OUt__17IR_.N.13.11,OUt__18IR_.N.13.11,OUt__19IR_.N.13.11,OUt__20IR_.N.13.11,OUt__21IR_.N.13.11,OUt__22IR_.N.13.11,OUt__23IR_.N.13.11,OUt__24IR_.N.13.11,OUt__25IR_.N.13.11,OUt__26IR_.N.13.11,OUt__27IR_.N.13.11,OUt__28IR_.N.13.11,OUt__29IR_.N.13.11,OUt__30IR_.N.13.11,OUt__31IR_.N.13.11,OUt__32IR_.N.13.11,OUt__33IR_.N.13.11,OUt__34IR_.N.13.11,OUt__35IR_.N.13.11,OUt__36IR_.N.13.11,OUt__37IR_.N.13.11,OUt__38IR_.N.13.11,OUt__39IR_.N.13.11,OUt__40IR_.N.13.11,OUt__41IR_.N.13.11,OUt__42IR_.N.13.11,OUt__43IR_.N.13.11,OUt__44IR_.N.13.11,OUt__45IR_.N.13.11,OUt__46IR_.N.13.11,OUt__47IR_.N.13.11,OUt__48IR_.N.13.11,OUt__49IR_.N.13.11,OUt__50IR_.N.13.11,OUt__51IR_.N.13.11,OUt__52IR_.N.13.11,OUt__53IR_.N.13.11,OUt__54IR_.N.13.11,OUt__55IR_.N.13.11,OUt__56IR_.N.13.11,OUt__57IR_.N.13.11,OUt__58IR_.N.13.11,OUt__59IR_.N.13.11,OUt__60IR_.N.13.11,OUt__61IR_.N.13.11,OUt__62IR_.N.13.11,OUt__63IR_.N.13.11,OUt__64IR_.N.13.11,OUt__65IR_.N.13.11,OUt__66IR_.N.13.11,OUt__67IR_.N.13.11,OUt__68IR_.N.13.11,OUt__69IR_.N.13.11,OUt__70IR_.N.13.11,OUt__71IR_.N.13.11,OUt__72IR_.N.13.11,OUt__73IR_.N.13.11,OUt__74IR_.N.13.11,OUt__75IR_.N.13.11,OUt__76IR_.N.13.11,OUt__77IR_.N.13.11,OUt__78IR_.N.13.11,OUt__79IR_.N.13.11,OUt__80IR_.N.13.11,OUt__81IR_.N.13.11,OUt__82IR_.N.13.11,OUt__83IR_.N.13.11,OUt__84IR_.N.13.11,OUt__85IR_.N.13.11,OUt__86IR_.N.13.11,OUt__87IR_.N.13.11,OUt__88IR_.N.13.11,OUt__89IR_.N.13.11,OUt__90IR_.N.13.11,OUt__91IR_.N.13.11,OUt__92IR_.N.13.11,OUt__93IR_.N.13.11,OUt__94IR_.N.13.11,OUt__95IR_.N.13.11,OUt__96IR_.N.13.11,OUt__97IR_.N.13.11,OUt__98IR_.N.13.11,OUt__99IR_.N.13.11,OUt__100IR.N.13.11,OUt__101IR.N.13.11,OUt__102IR.N.13.11,OUt__103IR.N.13.11,OUt__104IR.N.13.11,OUt__105IR.N.13.11
1,94.1931120973,15.0344234544,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,0.454707,12.5366,12.5366,12.5366,12.5366,5.69766,5.69766,5.69766,0.226745,6.5428,6.5428,6.5428,0.221786,0.221786,0.221786,0.221786,0.221786,0.221786,0.221786,0.221786,0.221786,0.984689,0.984689,0.984689,0.984689,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0.00381679,0
1,95.3546365776,14.7679666453,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,0.372378,10.9037,10.9037,10.9037,0.364111,0.364111,0.364111,0.364111,0.364111,0.364111,0.364111,0.364111,0.364111,1.63616,1.63616,2.4601,2.4601,0.824605,0.824605,0.824605,0.824605,0.824605,0.824605,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0.000671854,0
1,97.2238399123,14.5070672616,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.772497,0.648067,0.648067,0.648067,0.648067,0.648067,0.648067,0.648067,0.648067,0.060012,0.060012,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,1.01483,1.01483,1.01483,1.01483,1.01483,1.01483,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0.0270599,0
1,96.2575568514,14.4932540742,0.300095,0.300095,0.300095,0.300095,0.300095,0.300095,0.300095,0.300095,0.300095,0.300095,0.300095,0.300095,0.300095,0.300095,0.300095,0.300095,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,0.0915961,5.29743,5.29743,5.29743,5.29743,5.29743,5.29743,0.0915961,0.0915961,0.0915961,0.0915961,1.60293,1.60293,1.60293,1.60293,0.588361,0.588361,0.588361,0.588361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96.2283486186,15.7795835552,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,1.96984,5.26184,10.0573,11.0654,7.31038,2.46281,1.2725,1.27219,0.321094,0.00462806,0.00462806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96.178660541,15.5781735328,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.10133,2.24103,5.12181,6.9735,6.81415,6.62877,4.44243,4.49673,1.86004,1.72914,1.58735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.7247528314,14.818030798,0.12316,0.12316,0.12316,0.12316,0.12316,0.12316,0.12316,0.12316,0.12316,0.12316,0.12316,0.12316,0.12316,0.12316,0.12316,0.12316,0.12316,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.0207977,0.383321,0.383321,0.383321,0.0207977,0.0207977,0.0207977,0.0207977,0.363959,0.363959,5.04603,5.04603,4.68207,4.68207,4.68207,4.68207,4.68207,4.68207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.0153042224,14.6801292935,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,0.461301,2.42933,2.42933,2.42933,2.42933,1.31533,1.31533,1.31533,0.424168,12.4418,12.4418,12.4418,0.414734,0.414734,0.414734,0.414734,0.414734,0.414734,0.414734,0.414734,0.414734,1.86632,1.86632,1.86632,1.86632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.9845087465,15.9791431418,21.635,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,4.088,4.088,4.088,4.088,4.088,13.627,13.627,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,0.908351,4.16148,6.67741,7.05237,3.36343,0.44272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,94.7573442102,16.9877075207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.1277522358,15.8149861248,12.5031,0,0,0,31.4969,0,0,0,0,0,0,1.91809,1.91809,1.91809,1.91809,1.91809,7.67236,7.67236,19.3276,19.3276,19.3276,19.3276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96.2578489575,13.9602833558,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,1.01665,1.01665,1.01665,1.01665,1.01665,1.01665,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0.0327858,0
1,97.573413943,14.5244404188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96.3490454706,17.053603379,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.0351845,0.030462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,94.9542054152,15.9455154345,0,0,0,0,19.8266,0,0,0,0,0,0,0,0,0,0,0,24.1734,0,12.1663,12.1663,27,27,14.8337,14.8337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.1330643828,16.5803891019,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,0.604572,4.71691,0.604572,2.53047,2.53047,5.05395,5.05395,5.05395,5.05395,2.53047,5.16699,5.16699,5.16699,5.16699,5.16699,2.04466,2.04466,2.04466,2.04466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,93.9915829972,16.1181148437,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.64029,1.47812,1.47812,1.47812,1.47812,1.47812,1.47812,1.47812,1.47812,1.47812,1.47812,1.47812,1.47812,1.47812,1.47812,1.47812,1.47812,0.656814,0.656814,0.656814,0.656814,0.656814,0.656814,0.656814,0.656814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.1983554603,14.4302928624,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,7.27805,7.27805,7.27805,0.259495,0.259495,0.259495,0.259495,0.259495,0.259495,0.259495,0.259495,0.259495,1.10659,1.10659,1.11253,1.11253,0.023411,0.023411,0.023411,0.023411,0.023411,0.023411,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0.0174716,0
1,96.3745950934,14.105794771,0.0446131,0.0446131,0.0446131,0.0446131,0.0446131,0.0446131,0.0446131,0.0446131,0.0446131,0.0446131,0.0446131,0.0446131,0.0446131,0.0446131,0.0446131,0.0446131,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,2.80965,2.80965,2.80965,2.80965,2.80965,2.80965,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0.0223815,0
1,97.5084353041,16.2085644538,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.223458,0.18576,0.0251422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,97.0335156577,17.1992993574,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.246009,0.193121,0.193121,0.193121,0.0207957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,97.3717001188,14.8143340771,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.549783,0.126551,0.126551,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.518191,0.518191,0.518191,0.518191,0.518191,0.518191,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0.0165243,0
1,97.2418675711,15.3797258869,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,1.34578,0.740681,0.740681,0.740681,0.740681,0.548794,0.548794,0.291669,0.291669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.7447143743,17.6653505832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96.4480774291,14.3712769605,0.732803,0.732803,0.732803,0.732803,0.732803,0.732803,0.732803,0.732803,0.732803,0.732803,0.732803,0.732803,0.732803,0.732803,0.732803,0.732803,0.130348,0.130348,0.130348,0.130348,0.130348,0.130348,0.130348,0.130348,0.130348,0.130348,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,5.04795,5.04795,5.04795,5.04795,5.04795,5.04795,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0.00939322,0
1,94.9888783711,14.8833978834,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,0.631067,26.3694,26.3694,26.3694,26.3694,12.0038,12.0038,12.0038,0.511767,0.0243941,0.0243941,0.0243941,0.000813148,0.000813148,0.000813148,0.000813148,0.000813148,0.000813148,0.000813148,0.000813148,0.000813148,0.0036592,0.0036592,0.0036592,0.0036592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96.39343764,16.2948815827,25.0899,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,4.56876,4.56876,4.56876,4.56876,4.56876,15.7245,15.7245,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,0.850171,4.15213,4.15213,4.15213,0.466208,0.466208,0.380603,0.0167541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,94.9144424827,14.3202950531,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,0.186974,4.78361,4.78361,4.78361,0.183365,0.183365,0.183365,0.183365,0.183365,0.183365,0.183365,0.183365,0.183365,0.738583,0.738583,0.738583,0.738583,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0.024734,0
1,94.3091047425,16.5667359906,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0.348141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
