CID.N.10.0,POINT_X.N.19.11,POINT_Y.N.19.11,OUt__1IR_s.N.13.11,OUt__2IR_s.N.13.11,OUt__3IR_s.N.13.11,OUt__4IR_s.N.13.11,OUt__5IR_s.N.13.11,OUt__6IR_s.N.13.11,OUt__7IR_s.N.13.11,OUt__8IR_s.N.13.11,OUt__9IR_s.N.13.11,OUt__10IR_.N.13.11,OUt__11IR_.N.13.11,OUt__12IR_.N.13.11,OUt__13IR_.N.13.11,OUt__14IR_.N.13.11,OUt__15IR_.N.13.11,OUt__16IR_.N.13.11,OUt__17IR_.N.13.11,OUt__18IR_.N.13.11,OUt__19IR_.N.13.11,OUt__20IR_.N.13.11,OUt__21IR_.N.13.11,OUt__22IR_.N.13.11,OUt__23IR_.N.13.11,OUt__24IR_.N.13.11,OUt__25IR_.N.13.11,OUt__26IR_.N.13.11,OUt__27IR_.N.13.11,OUt__28IR_.N.13.11,OUt__29IR_.N.13.11,OUt__30IR_.N.13.11,OUt__31IR_.N.13.11,OUt__32IR_.N.13.11,OUt__33IR_.N.13.11,OUt__34IR_.N.13.11,OUt__35IR_.N.13.11,OUt__36IR_.N.13.11,OUt__37IR_.N.13.11,OUt__38IR_.N.13.11,OUt__39IR_.N.13.11,OUt__40IR_.N.13.11,OUt__41IR_.N.13.11,OUt__42IR_.N.13.11,OUt__43IR_.N.13.11,OUt__44IR_.N.13.11,OUt__45IR_.N.13.11,OUt__46IR_.N.13.11,OUt__47IR_.N.13.11,OUt__48IR_.N.13.11,OUt__49IR_.N.13.11,OUt__50IR_.N.13.11,OUt__51IR_.N.13.11,OUt__52IR_.N.13.11,OUt__53IR_.N.13.11,OUt__54IR_.N.13.11,OUt__55IR_.N.13.11,OUt__56IR_.N.13.11,OUt__57IR_.N.13.11,OUt__58IR_.N.13.11,OUt__59IR_.N.13.11,OUt__60IR_.N.13.11,OUt__61IR_.N.13.11,OUt__62IR_.N.13.11,OUt__63IR_.N.13.11,OUt__64IR_.N.13.11,OUt__65IR_.N.13.11,OUt__66IR_.N.13.11,OUt__67IR_.N.13.11,OUt__68IR_.N.13.11,OUt__69IR_.N.13.11,OUt__70IR_.N.13.11,OUt__71IR_.N.13.11,OUt__72IR_.N.13.11,OUt__73IR_.N.13.11,OUt__74IR_.N.13.11,OUt__75IR_.N.13.11,OUt__76IR_.N.13.11,OUt__77IR_.N.13.11,OUt__78IR_.N.13.11,OUt__79IR_.N.13.11,OUt__80IR_.N.13.11,OUt__81IR_.N.13.11,OUt__82IR_.N.13.11,OUt__83IR_.N.13.11,OUt__84IR_.N.13.11,OUt__85IR_.N.13.11,OUt__86IR_.N.13.11,OUt__87IR_.N.13.11,OUt__88IR_.N.13.11,OUt__89IR_.N.13.11,OUt__90IR_.N.13.11,OUt__91IR_.N.13.11,OUt__92IR_.N.13.11,OUt__93IR_.N.13.11,OUt__94IR_.N.13.11,OUt__95IR_.N.13.11,OUt__96IR_.N.13.11,OUt__97IR_.N.13.11,OUt__98IR_.N.13.11,OUt__99IR_.N.13.11,OUt__100IR.N.13.11,OUt__101IR.N.13.11,OUt__102IR.N.13.11,OUt__103IR.N.13.11,OUt__104IR.N.13.11,OUt__105IR.N.13.11
1,94.2703825253,14.420226767,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,0.123562,2.75753,2.75753,2.75753,0.121495,0.121495,0.121495,0.121495,0.121495,0.121495,0.121495,0.121495,0.121495,0.439646,0.439646,0.439646,0.439646,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0.0305956,0
1,94.4369187434,15.2911176782,1.23495,0.549021,0.549021,0.549021,0.542973,0.542973,0.542973,0.542973,0.542973,0.542973,0.542973,0.542973,0.542973,0.537933,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,0.538348,18.0919,18.0919,18.0919,18.0919,8.89914,8.89914,8.89914,1.54528,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0.00141341,0
1,95.5526832004,16.9334883837,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,0.111212,1.75754,0.111212,0.465485,0.465485,1.47573,1.47573,1.47573,1.47573,0.465485,0.950479,0.950479,0.950479,0.950479,0.950479,0.376118,0.376118,0.376118,0.376118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.295618814,16.4766349953,0.522346,0.522346,0.522346,0.522346,0.537841,0.522346,0.522346,0.522346,0.522346,0.522346,0.522346,0.522346,0.522346,0.522346,0.522346,0.522346,0.522346,0.522346,0.531854,0.531854,0.531854,0.531854,0.522346,0.522346,17.1626,0.522346,2.18631,2.18631,12.3974,12.3974,12.3974,12.3974,2.18631,4.46424,4.46424,4.46424,4.46424,4.46424,1.76657,1.76657,1.76657,1.76657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.6491572439,15.3132912186,3.38194,4.64952,4.64952,4.64952,1.39966,1.39966,1.39966,1.39966,1.39966,1.39966,1.39966,1.40932,1.40932,1.40932,1.40932,0.838658,0.867636,0.867636,0.828998,0.828998,0.828998,0.828998,0.828998,0.828998,0.828998,0.828998,0.828998,0.828998,0.828998,0.828998,0.828998,0.828998,0.828998,0.828998,0.828998,0.828998,11.2651,11.2651,11.1779,11.1779,7.95359,7.95359,8.64193,3.22912,0.837598,0.00697432,0.00697432,0.00697432,0.00697432,0.00697432,0.00697432,0.00697432,0.00697432,0.00697432,0.00697432,0.00697432,0.00697432,0.00697432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.2600910787,17.1201832285,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.0671665,0.105612,0.0671665,0.281129,0.281129,0.304721,0.304721,0.304721,0.304721,0.281129,0.57404,0.57404,0.57404,0.57404,0.57404,0.227156,0.227156,0.227156,0.227156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.6008314965,14.2724698957,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.0634379,0.821215,0.821215,0.821215,0.0628431,0.0628431,0.0628431,0.0628431,0.0628431,0.0628431,0.0628431,0.0628431,0.0628431,0.284008,0.284008,0.739779,0.739779,1.125,1.125,1.125,1.125,0.507117,0.507117,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0.0513459,0
1,94.9257916264,15.0671968303,1.56005,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,0.990663,3.88542,3.88542,3.88542,3.88542,3.79944,3.79944,3.79944,3.73065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,94.3848234692,15.4586937838,2.58475,1.08176,1.08176,1.08176,0.746422,0.746422,0.746422,0.746422,0.746422,0.746422,0.746422,0.746422,0.746422,0.466978,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,0.489977,10.0866,10.0866,10.0866,10.0866,5.74012,5.74012,5.74012,2.2631,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0.00514242,0
1,97.5578981741,15.5517796564,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.671435,0.138321,0.138321,0.138321,0.138321,0.132899,0.132899,0.132899,0.132899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96.8664055868,16.7484947861,1.20784,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.14745,1.14745,1.14745,1.14745,1.14745,1.18028,1.18028,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13651,1.13555,0.876748,0.334141,0.334141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.6784367428,17.8903357969,0.104984,0.104984,0.104984,0.104984,0.104984,0.104984,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0.0136847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,94.4641178419,14.2088239622,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.0639267,0.852091,0.852091,0.852091,0.0633079,0.0633079,0.0633079,0.0633079,0.0633079,0.0633079,0.0633079,0.0633079,0.0633079,0.158509,0.158509,0.158509,0.158509,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0.0361081,0
1,95.0180647389,16.9009463854,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.130329,0.131439,0.130329,0.5455,0.5455,0.546181,0.546181,0.546181,0.546181,0.5455,1.11386,1.11386,1.11386,1.11386,1.11386,0.440772,0.440772,0.440772,0.440772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.041692453,16.3597876108,0.143653,0.143653,0.143653,0.143653,0.143653,0.143653,0.143653,0.143653,0.143653,0.143653,0.143653,0.143653,0.143653,0.143653,0.143653,0.143653,0.158784,0.143653,0.143653,0.143653,0.152938,0.152938,0.152938,0.152938,36.8478,0.143653,0.601266,0.601266,23.1243,23.1243,23.1243,23.1243,0.601266,1.22773,1.22773,1.22773,1.22773,1.22773,0.485832,0.485832,0.485832,0.485832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.7261350781,14.0683541926,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.0357864,0.133765,0.133765,0.133765,0.133765,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0.0955534,0
1,96.5248042946,15.2238372946,3.23101,3.23101,3.23101,3.23101,3.23101,3.23101,3.23101,3.23101,3.23101,3.23101,3.23101,3.23101,3.23101,3.23101,3.23101,3.23101,3.23101,3.22899,3.22899,3.22899,3.22899,3.22899,3.22899,3.22899,3.22899,3.22899,3.22899,3.22899,3.22899,3.22899,3.22899,3.22899,3.22899,3.22899,1.4794,1.4794,1.4794,1.53394,1.54985,1.54985,1.87057,1.85178,1.55653,3.93553,3.63906,3.63906,2.05135,2.05135,2.05135,2.05852,2.05852,2.05852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96.5092640035,13.8307447879,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.473917,0.473917,0.473917,0.473917,0.473917,0.473917,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0.0359352,0
1,94.0705185146,15.5450006309,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0.00628008,0
1,93.7864369294,16.2230729188,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0.0915633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,93.8685764572,15.8121811305,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0666424,0.0368051,0.0368051,0.0368051,0.0368051,0.0368051,0.0368051,0.0368051,0.0368051,0.0368051,0.0368051,0.0368051,0.0368051,0.0368051,0.0368051,0.0368051,0.0368051,0.0368051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96.7803189983,17.0534748904,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.48784,1.30657,1.30657,1.30657,0.213983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96.6830072299,14.8056166105,3.92716,3.92716,3.92716,3.92716,3.92716,3.92716,3.92716,3.92716,3.92716,3.92716,3.92716,3.92716,3.92716,3.92716,3.92716,3.92716,3.88466,3.88466,3.88466,3.88466,3.88466,3.88466,3.88466,3.88466,3.88466,3.88466,2.94567,2.94567,2.94567,2.94567,2.94567,2.94567,2.94567,2.94567,0.0123065,0.0123065,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,5.73082,5.73082,5.73082,5.73082,5.73082,5.73082,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0.00398138,0
1,96.5887298889,15.5900978979,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.33066,2.32382,2.32382,2.95603,4.27764,4.48231,3.76118,2.56965,2.32799,2.05667,1.8358,0.870283,0.870283,0.00775237,0.00775237,0.00775237,0.00775237,0.00775237,0.00775237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,95.648125139,15.9038338929,41.85,0.101158,0.101158,0.101158,0.149534,0.101158,0.101158,0.101158,0.101158,0.101158,0.101158,6.50581,6.50581,6.50581,6.50581,6.50581,25.7198,25.7198,0.130843,0.130843,0.130843,0.130843,0.101158,0.101158,0.101158,0.101158,0.101158,0.101158,0.101158,0.101158,0.101158,0.101158,0.101158,0.101158,0.101158,0.101158,0.101158,0.161292,0.667488,0.667488,0.597679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,94.7897520713,14.8903692214,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,0.563866,28.0345,28.0345,28.0345,28.0345,12.5195,12.5195,12.5195,0.108154,0.611148,0.611148,0.611148,0.0203719,0.0203719,0.0203719,0.0203719,0.0203719,0.0203719,0.0203719,0.0203719,0.0203719,0.0916745,0.0916745,0.0916745,0.0916745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
